A Walk,Tycho,Dive,Ghostly International,2009,Ambient,https://upload.wikimedia.org/wikipedia/en/1/11/Dive_tycho_album.jpg,https://a2-images.myspacecdn.com/images03/34/006d76760e764274b756523fc7d65227/300x300.jpg
Hours,Tycho,Dive,Ghostly International,2009,Ambient,https://upload.wikimedia.org/wikipedia/en/1/11/Dive_tycho_album.jpg,https://a2-images.myspacecdn.com/images03/34/006d76760e764274b756523fc7d65227/300x300.jpg
Daydream,Tycho,Dive,Ghostly International,2009,Ambient,https://upload.wikimedia.org/wikipedia/en/1/11/Dive_tycho_album.jpg,https://a2-images.myspacecdn.com/images03/34/006d76760e764274b756523fc7d65227/300x300.jpg
Dive,Tycho,Dive,Ghostly International,2009,Ambient,https://upload.wikimedia.org/wikipedia/en/1/11/Dive_tycho_album.jpg,https://a2-images.myspacecdn.com/images03/34/006d76760e764274b756523fc7d65227/300x300.jpg
Coastal Brake,Tycho,Dive,Ghostly International,2009,Ambient,https://upload.wikimedia.org/wikipedia/en/1/11/Dive_tycho_album.jpg,https://a2-images.myspacecdn.com/images03/34/006d76760e764274b756523fc7d65227/300x300.jpg
Ascension,Tycho,Dive,Ghostly International,2009,Ambient,https://upload.wikimedia.org/wikipedia/en/1/11/Dive_tycho_album.jpg,https://a2-images.myspacecdn.com/images03/34/006d76760e764274b756523fc7d65227/300x300.jpg
Melanine,Tycho,Dive,Ghostly International,2009,Ambient,https://upload.wikimedia.org/wikipedia/en/1/11/Dive_tycho_album.jpg,https://a2-images.myspacecdn.com/images03/34/006d76760e764274b756523fc7d65227/300x300.jpg
Adrift,Tycho,Dive,Ghostly International,2009,Ambient,https://upload.wikimedia.org/wikipedia/en/1/11/Dive_tycho_album.jpg,https://a2-images.myspacecdn.com/images03/34/006d76760e764274b756523fc7d65227/300x300.jpg
Epigram,Tycho,Dive,Ghostly International,2009,Ambient,https://upload.wikimedia.org/wikipedia/en/1/11/Dive_tycho_album.jpg,https://a2-images.myspacecdn.com/images03/34/006d76760e764274b756523fc7d65227/300x300.jpg
Elegy,Tycho,Dive,Ghostly International,2009,Ambient,https://upload.wikimedia.org/wikipedia/en/1/11/Dive_tycho_album.jpg,https://a2-images.myspacecdn.com/images03/34/006d76760e764274b756523fc7d65227/300x300.jpg
Beautiful Day,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
Stuck In A Moment You Can't Get Out Of,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
Elevation,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
Walk On,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
Kite,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
In A Little While,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
Wild Honey,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
Peace On Earth,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
When I Look At The World,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
New York,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
Grace,U2,All That You Can't Leave Behind,Island Records,2000,Rock,https://upload.wikimedia.org/wikipedia/en/5/5b/U2-all-that-you-cant-leave-behind.jpg,http://cdn-images.deezer.com/images/artist/edc3ee765289d41a98fde2fafa78f0fa/200x200-000000-80-0-0.jpg
FML,Deadmau5,For Lack of a Better Name,Ultra Records,2009,Electronic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/ForLackofaBetterNameAlbum.jpg/220px-ForLackofaBetterNameAlbum.jpg,http://images.sk-static.com/images/media/profile_images/artists/244669/huge_avatar
Moar Ghosts n stuff,Deadmau5,For Lack of a Better Name,Ultra Records,2009,Electronic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/ForLackofaBetterNameAlbum.jpg/220px-ForLackofaBetterNameAlbum.jpg,http://images.sk-static.com/images/media/profile_images/artists/244669/huge_avatar
Ghosts n Stuff (ft. Rob Swire),Deadmau5,For Lack of a Better Name,Ultra Records,2009,Electronic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/ForLackofaBetterNameAlbum.jpg/220px-ForLackofaBetterNameAlbum.jpg,http://images.sk-static.com/images/media/profile_images/artists/244669/huge_avatar
Hi Friend!,Deadmau5,For Lack of a Better Name,Ultra Records,2009,Electronic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/ForLackofaBetterNameAlbum.jpg/220px-ForLackofaBetterNameAlbum.jpg,http://images.sk-static.com/images/media/profile_images/artists/244669/huge_avatar
Bot,Deadmau5,For Lack of a Better Name,Ultra Records,2012,Electronic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/ForLackofaBetterNameAlbum.jpg/220px-ForLackofaBetterNameAlbum.jpg,http://images.sk-static.com/images/media/profile_images/artists/244669/huge_avatar
Word Problems,Deadmau5,For Lack of a Better Name,Ultra Records,2009,Electronic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/ForLackofaBetterNameAlbum.jpg/220px-ForLackofaBetterNameAlbum.jpg,http://images.sk-static.com/images/media/profile_images/artists/244669/huge_avatar
Soma,Deadmau5,For Lack of a Better Name,Ultra Records,2012,Electronic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/ForLackofaBetterNameAlbum.jpg/220px-ForLackofaBetterNameAlbum.jpg,http://images.sk-static.com/images/media/profile_images/artists/244669/huge_avatar
Lack Of A Better Name,Deadmau5,For Lack of a Better Name,Ultra Records,2009,Electronic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/ForLackofaBetterNameAlbum.jpg/220px-ForLackofaBetterNameAlbum.jpg,http://images.sk-static.com/images/media/profile_images/artists/244669/huge_avatar
The 16th Hour,Deadmau5,For Lack of a Better Name,Ultra Records,2009,Electronic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/ForLackofaBetterNameAlbum.jpg/220px-ForLackofaBetterNameAlbum.jpg,http://images.sk-static.com/images/media/profile_images/artists/244669/huge_avatar
Strobe,Deadmau5,For Lack of a Better Name,Ultra Records,2009,Electronic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/ForLackofaBetterNameAlbum.jpg/220px-ForLackofaBetterNameAlbum.jpg,http://images.sk-static.com/images/media/profile_images/artists/244669/huge_avatar
Highway Star,Deep Purple,Machine Head,Universal Music Group,1972,Rock,https://upload.wikimedia.org/wikipedia/en/0/00/Machine_Head_album_cover.jpg,https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Maybe I'm A Leo,Deep Purple,Machine Head,Universal Music Group,1972,Rock,https://upload.wikimedia.org/wikipedia/en/0/00/Machine_Head_album_cover.jpg,https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Pictures Of Home,Deep Purple,Machine Head,Universal Music Group,1972,Rock,https://upload.wikimedia.org/wikipedia/en/0/00/Machine_Head_album_cover.jpg,https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Never Before,Deep Purple,Machine Head,Universal Music Group,1972,Rock,https://upload.wikimedia.org/wikipedia/en/0/00/Machine_Head_album_cover.jpg,https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Smoke On The Water,Deep Purple,Machine Head,Universal Music Group,1972,Rock,https://upload.wikimedia.org/wikipedia/en/0/00/Machine_Head_album_cover.jpg,https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Lazy,Deep Purple,Machine Head,Universal Music Group,1972,Rock,https://upload.wikimedia.org/wikipedia/en/0/00/Machine_Head_album_cover.jpg,https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Space Truckin',Deep Purple,Machine Head,Universal Music Group,1972,Rock,https://upload.wikimedia.org/wikipedia/en/0/00/Machine_Head_album_cover.jpg,https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
When A Blind Man Cries,Deep Purple,Machine Head,Universal Music Group,1972,Rock,https://upload.wikimedia.org/wikipedia/en/0/00/Machine_Head_album_cover.jpg,https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Maybe I'm A Leo (Quadrophonic Mix),Deep Purple,Machine Head,Universal Music Group,1972,Rock,https://upload.wikimedia.org/wikipedia/en/0/00/Machine_Head_album_cover.jpg,https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Lazy (Quadrophonic Mix),Deep Purple,Machine Head,Universal Music Group,1972,Rock,https://upload.wikimedia.org/wikipedia/en/0/00/Machine_Head_album_cover.jpg,https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Knocking At Your Back Door,Deep Purple,Legends,Universal Music Group,1984,Rock,"http://3.bp.blogspot.com/_rtY-2ZOt8fM/Sx2XD1As91I/AAAAAAAAIC0/MqkAka3eR1I/s320/,0000.jpg",https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Perfect Strangers,Deep Purple,Legends,Universal Music Group,1984,Rock,"http://3.bp.blogspot.com/_rtY-2ZOt8fM/Sx2XD1As91I/AAAAAAAAIC0/MqkAka3eR1I/s320/,0000.jpg",https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Son Of Alerik,Deep Purple,Legends,Universal Music Group,1984,Rock,"http://3.bp.blogspot.com/_rtY-2ZOt8fM/Sx2XD1As91I/AAAAAAAAIC0/MqkAka3eR1I/s320/,0000.jpg",https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
Bad Attitude,Deep Purple,Legends,Universal Music Group,1984,Rock,"http://3.bp.blogspot.com/_rtY-2ZOt8fM/Sx2XD1As91I/AAAAAAAAIC0/MqkAka3eR1I/s320/,0000.jpg",https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
The Unwritten Law,Deep Purple,Legends,Universal Music Group,1984,Rock,"http://3.bp.blogspot.com/_rtY-2ZOt8fM/Sx2XD1As91I/AAAAAAAAIC0/MqkAka3eR1I/s320/,0000.jpg",https://lastfm-img2.akamaized.net/i/u/avatar170s/a0dc0410107a4df586c34d34191fabdb.jpg
